activityId,startTimeLocal,Activity Type,distance_miles,duration_minutes,elapsedDuration_minutes,maxHR,averageRunningCadenceInStepsPerMinute,maxRunningCadenceInStepsPerMinute,steps,beginTimestamp,avgStrideLength,maxElevation,maxDoubleCadence,lapCount,endLatitude,endLongitude,minActivityLapDuration,fastestSplit_1000,fastestSplit_1609,hrTimeInZone_1,hrTimeInZone_2,hrTimeInZone_3,hrTimeInZone_4,hrTimeInZone_5,endTimeGMT,pr,fastestSplit_5000,Activity Type
20486409663,2025-09-24 06:17:35,running,4.607186663574043,59.372798665364584,63.94409993489583,169.0,156.75,171.0,9362.0,1758716255000,79.44813866674647,1364.0,171.0,17,40.51784827373922,-111.8680739030242,154.5260009765625,433.9700012207031,728.2839965820312,62.0,335.0,1768.0,1351.0,37.0,2025-09-24 13:21:31,False,2332.544921875,running
20482013169,2025-09-23 18:54:42,running,3.004567162431494,40.225101725260416,40.81533203125,165.0,151.609375,171.0,5674.0,1758675282000,79.26198254033761,1492.0,171.0,4,40.49412639811635,-111.99574043042958,3.1050000190734863,464.2850036621094,761.6799926757812,43.0,280.0,1216.0,847.0,0.0,2025-09-24 01:35:30,False,,running
20449622813,2025-09-20 14:09:28,running,5.003262328229274,64.84923502604167,65.57860107421875,185.0,157.140625,163.0,10168.0,1758398968000,78.9666351243402,1482.729248046875,163.0,6,40.49430853687227,-111.99570673517883,2.5880000591278076,420.83599853515625,698.7449951171875,29.0,190.0,105.0,866.0,2696.0,2025-09-20 21:15:02,False,2299.802978515625,running
20428686067,2025-09-18 12:47:11,running,3.5040203786956146,45.743017578125,46.99966634114583,178.0,156.75,164.0,7184.0,1758221231000,78.63958889435364,1482.743896484375,164.0,4,40.494366036728024,-111.99573053978384,371.885986328125,443.3689880371094,734.427978515625,125.0,198.0,1097.0,1050.0,263.0,2025-09-18 19:34:10,False,2413.3330078125,running
20420258881,2025-09-17 19:06:06,running,0.0,8.279349772135417,9.671767171223959,,0.0,0.0,0.0,1758157566000,,,0.0,1,,,496.760986328125,,,,,,,,2025-09-18 01:15:46,False,,running
20413981918,2025-09-17 06:30:28,running,1.966216000716909,25.828367106119792,25.85231730143229,159.0,156.296875,171.0,4034.0,1758112228000,78.03170877626823,1498.0,171.0,9,40.52508244290948,-112.03162226825953,25.5939998626709,440.5589904785156,760.3709716796875,14.0,669.0,541.0,326.0,0.0,2025-09-17 12:56:19,False,,running
20413737022,2025-09-17 06:26:03,running,0.3148557740782421,3.807366689046224,3.807366689046224,138.0,157.203125,169.0,602.0,1758111963000,84.58433962069432,1495.0,169.0,2,40.52541243843734,-112.02585300430655,61.29899978637695,,,38.0,100.0,79.0,0.0,0.0,2025-09-17 12:29:51,False,,running
20398877942,2025-09-15 19:03:02,running,3.003535586599165,41.87411702473958,42.5281005859375,174.0,143.09375,171.0,4396.0,1757984582000,80.93591243532312,1481.072509765625,171.0,4,40.49446444027126,-111.99574328027666,2.9860000610351562,471.2030029296875,800.3159790039062,146.0,302.0,1115.0,822.0,110.0,2025-09-16 01:45:33,False,,running
20375855707,2025-09-13 11:25:31,running,3.003802886101601,37.78223470052083,37.78223470052083,186.0,154.0,165.0,5888.0,1757784331000,82.0154451400328,1480.0216064453125,165.0,4,40.49354746006429,-111.99701992794871,4.011000156402588,429.81500244140625,717.635986328125,12.0,8.0,188.0,895.0,1082.0,2025-09-13 18:03:17,False,,running
20374221905,2025-09-13 09:10:55,running,0.8102949277731866,9.466700236002604,9.560700480143229,180.0,146.25,182.0,1498.0,1757776255000,94.1881845344235,1342.86767578125,182.0,1,40.64803968183696,-111.85217460617423,568.0020141601562,423.90399169921875,,0.0,14.0,96.0,273.0,185.0,2025-09-13 15:20:28,False,,running
20362531017,2025-09-12 06:46:09,running,2.008220706693039,24.674283854166667,24.674283854166667,174.0,157.171875,169.0,3906.0,1757681169000,83.3364092788758,1486.4000244140625,169.0,3,40.49436100758612,-111.99575032107532,4.257999897003174,418.9219970703125,678.301025390625,131.0,140.0,460.0,683.0,53.0,2025-09-12 13:10:49,False,,running
20356158703,2025-09-11 12:39:49,running,3.38702208183945,48.41044921875,48.95403238932292,180.0,127.5625,169.0,6876.0,1757615989000,91.72521200706267,1482.3248291015625,169.0,12,40.49073382280767,-111.99405265040696,161.67300415039062,452.1700134277344,756.3460083007812,42.0,180.0,453.0,1471.0,747.0,2025-09-11 19:28:46,False,2615.302001953125,running
20326234921,2025-09-08 18:59:24,running,3.006232247186735,42.25678304036458,43.14398193359375,180.0,144.5,170.0,6482.0,1757379564000,79.24895452427562,1481.574951171875,170.0,4,40.494396882131696,-111.99574059806764,4.4039998054504395,491.39898681640625,807.9710083007812,34.0,191.0,351.0,1123.0,828.0,2025-09-09 01:42:32,False,,running
20303931481,2025-09-06 17:11:58,running,0.2837622959894953,5.0417332967122395,5.0417332967122395,167.0,141.0625,156.0,716.0,1757200318000,64.2112390959024,1382.0,156.0,1,40.496475426480174,-111.95963781327009,302.5039978027344,,,0.0,0.0,0.0,301.0,0.0,2025-09-06 23:17:00,False,,running
20303904678,2025-09-06 16:34:47,running,3.104079945525029,35.32884928385417,35.32884928385417,190.0,158.125,170.0,5578.0,1757198087000,89.39668060798182,1421.019287109375,170.0,4,40.48971793614328,-111.9659508112818,66.99400329589844,370.4330139160156,649.1300048828125,0.0,0.0,20.0,43.0,2055.0,2025-09-06 23:10:06,False,2119.73095703125,running
20303747088,2025-09-06 16:29:28,running,0.3670013824815219,4.874916585286458,4.874916585286458,148.0,151.9375,165.0,750.0,1757197768000,79.74130539063545,1381.2633056640625,165.0,1,40.49668103456497,-111.95948199369013,292.4949951171875,,,10.0,27.0,253.0,0.0,0.0,2025-09-06 22:34:20,False,,running
20293720392,2025-09-05 18:24:47,running,3.105192226996005,41.12336832682292,41.82740071614583,172.0,112.890625,169.0,5930.0,1757118287000,110.4828501471117,1476.8807373046875,169.0,4,40.49814627505839,-111.99673997238278,68.19499969482422,393.2200012207031,658.197021484375,0.0,31.0,37.0,1972.0,428.0,2025-09-06 01:06:36,False,2467.402099609375,running
20273877422,2025-09-03 19:15:06,running,3.0048156508452224,43.6728515625,43.6728515625,177.0,137.53125,165.0,6678.0,1756948506000,80.58114698390575,1482.4990234375,165.0,4,40.481185326352715,-111.97642106562853,5.382999897003174,465.385009765625,767.6729736328125,28.0,162.0,329.0,1561.0,540.0,2025-09-04 01:58:46,False,,running
20262770540,2025-09-02 18:38:51,running,4.003740591057515,53.24624837239583,53.24624837239583,190.0,153.46875,166.0,8200.0,1756859931000,78.73937090376178,1481.8656005859375,166.0,5,40.49407987855375,-111.99573062360287,2.111999988555908,422.15399169921875,689.1790161132812,28.0,111.0,186.0,671.0,2194.0,2025-09-03 01:32:05,False,2400.89111328125,running
20152518938,2025-08-23 08:08:20,running,2.0046540332527623,26.027449544270834,26.027449544270834,171.0,154.6875,160.0,4016.0,1755958100000,80.11966759093427,1686.0,160.0,3,37.68442025408149,-113.13247930258512,3.9240000247955322,451.61700439453125,742.7650146484375,69.0,317.0,547.0,583.0,19.0,2025-08-23 14:34:21,False,,running
20109182320,2025-08-19 07:24:02,running,2.1921223092618716,27.078633626302082,29.3510009765625,132.0,154.0,192.0,4260.0,1755609842000,83.51242446449135,1484.058349609375,192.0,3,40.494587905704975,-111.99573724530637,138.85800170898438,437.5350036621094,713.9970092773438,91.0,161.0,14.0,0.0,0.0,2025-08-19 13:53:23,False,,running
20082037644,2025-08-16 17:33:37,running,1.9819056623173166,33.199300130208336,33.79101765950521,178.0,87.125,165.0,4832.0,1755387217000,121.01924392369318,1482.60888671875,165.0,2,40.4942568205297,-111.99574562720954,983.52001953125,568.9000244140625,964.4639892578125,13.0,64.0,315.0,1083.0,518.0,2025-08-17 00:07:24,False,,running
19949453389,2025-08-04 10:02:24,treadmill_running,0.0,21.746333821614584,21.746333821614584,117.0,1.09375,86.0,1120.0,1754323344000,0.0,,86.0,1,,,1304.780029296875,,,45.0,16.0,0.0,0.0,0.0,2025-08-04 16:24:08,False,,treadmill_running
19795695082,2025-07-20 11:45:20,running,0.0,0.39176667531331383,0.39176667531331383,,0.0,0.0,0.0,1753033520000,,,0.0,1,,,23.506000518798828,,,,,,,,2025-07-20 17:45:43,False,,running
19632428578,2025-07-04 11:00:29,running,4.005983965088173,61.11273193359375,61.80719807942708,184.0,152.25,170.0,9318.0,1751648429000,69.1649819645044,1482.0894775390625,170.0,5,40.49460425041616,-111.99573531746864,4.276000022888184,442.0669860839844,767.2319946289062,144.0,122.0,571.0,2615.0,168.0,2025-07-04 18:02:17,False,2801.800048828125,running
19573610883,2025-06-28 12:24:55,running,4.0027836527707015,70.84825032552084,70.84825032552084,191.0,146.8125,166.0,10418.0,1751135095000,61.67402033463527,1587.5999755859375,166.0,5,40.494242906570435,-111.99574671685696,2.3570001125335693,522.8839721679688,863.5640258789062,8.0,93.0,292.0,3499.0,331.0,2025-06-28 19:35:45,False,3346.323974609375,running
19171213758,2025-05-19 06:55:43,running,1.1135807255662649,16.434166463216147,16.434166463216147,165.0,157.078125,167.0,2570.0,1747659343000,69.40382740626997,1493.800048828125,167.0,3,,,37.93899917602539,526.656982421875,875.9959716796875,24.0,110.0,398.0,438.0,0.0,2025-05-19 13:12:09,False,,running
18779977870,2025-04-09 10:56:37,running,2.0061640782284975,31.699967447916666,31.699967447916666,163.0,151.0,165.0,4824.0,1744217797000,67.31988948016348,1481.951171875,165.0,3,40.4943466745317,-111.99573104269803,4.735000133514404,507.8179931640625,853.489013671875,43.0,411.0,1119.0,234.0,0.0,2025-04-09 17:28:18,False,,running
18759964885,2025-04-07 11:22:51,treadmill_running,2.000006177318808,26.108866373697918,26.108866373697918,90.0,155.828125,163.0,4074.0,1744046571000,76.53582076335482,,163.0,2,,,742.5989990234375,485.4590148925781,782.1409912109375,0.0,0.0,0.0,0.0,0.0,2025-04-07 17:48:57,False,,treadmill_running
18451492191,2025-03-05 20:27:15,running,0.0,0.6516333262125651,0.6516333262125651,,0.0,0.0,0.0,1741231635000,,,0.0,1,,,39.097999572753906,,,,,,,,2025-03-06 03:27:54,False,,running
17567203927,2024-11-18 07:26:12,treadmill_running,2.500006280476391,33.011216227213545,33.011216227213545,176.0,155.734375,163.0,5138.0,1731939972000,83.97429737171161,,163.0,4,,,15.609000205993652,446.8009948730469,720.7639770507812,18.0,135.0,701.0,920.0,184.0,2024-11-18 14:59:12,False,,treadmill_running
17472727492,2024-11-06 07:20:55,treadmill_running,2.500006280476391,30.65606689453125,30.65606689453125,171.0,155.28125,163.0,4762.0,1730902855000,78.87878642735228,,163.0,4,,,17.819000244140625,477.6109924316406,770.3389892578125,27.0,58.0,598.0,1121.0,9.0,2024-11-06 14:51:34,False,,treadmill_running
17415324893,2024-10-30 07:09:49,treadmill_running,3.0000074564728405,38.7795654296875,38.7795654296875,170.0,152.734375,161.0,5900.0,1730293789000,79.15998240654133,,161.0,3,,,720.3309936523438,485.58099365234375,786.281982421875,22.0,152.0,871.0,1251.0,15.0,2024-10-30 13:48:35,False,,treadmill_running
17348580868,2024-10-22 06:39:35,treadmill_running,5.000012560952782,64.30220133463541,64.30220133463541,160.0,154.5,163.0,9920.0,1729600775000,75.99932571994512,,163.0,5,,,590.8740234375,493.8890075683594,798.9219970703125,92.0,104.0,1984.0,1651.0,0.0,2024-10-22 13:43:53,False,2507.537109375,treadmill_running
17340023306,2024-10-21 06:38:20,treadmill_running,5.000012560952782,67.370849609375,67.370849609375,177.0,155.75,173.0,10482.0,1729514300000,76.63143671818102,,173.0,6,,,36.84299850463867,490.22601318359375,793.9520263671875,80.0,225.0,1447.0,2071.0,195.0,2024-10-21 13:45:42,False,2483.31689453125,treadmill_running
17315780850,2024-10-18 07:14:53,treadmill_running,2.5100040707195963,33.91409912109375,33.91409912109375,154.0,155.40625,163.0,5260.0,1729257293000,81.1018903271369,,163.0,4,,,49.43199920654297,467.8599853515625,755.2119750976562,45.0,106.0,1170.0,689.0,0.0,2024-10-18 13:48:47,False,,treadmill_running
17299698875,2024-10-16 07:08:27,treadmill_running,3.000006080229318,37.89341634114583,37.89341634114583,172.0,156.6875,167.0,5954.0,1729084107000,83.07431289335535,,167.0,4,,,46.875,447.0150146484375,723.5089721679688,80.0,258.0,1010.0,830.0,66.0,2024-10-16 13:46:20,False,,treadmill_running
17291135947,2024-10-15 07:12:21,treadmill_running,3.000006080229318,37.03163248697917,37.03163248697917,176.0,157.4375,165.0,5830.0,1728997941000,76.46546771752692,,165.0,4,,,41.604000091552734,487.28900146484375,785.3380126953125,60.0,88.0,307.0,1367.0,373.0,2024-10-15 13:49:22,False,,treadmill_running
17200742278,2024-10-04 07:08:45,treadmill_running,3.000006080229318,39.34883219401042,39.34883219401042,154.0,155.96875,161.0,6152.0,1728047325000,63.46848119847969,,161.0,3,,,411.7590026855469,590.5239868164062,953.323974609375,102.0,111.0,1799.0,307.0,0.0,2024-10-04 13:48:05,False,,treadmill_running
17175890210,2024-10-01 07:09:52,treadmill_running,3.0000074564728405,40.03106689453125,40.03106689453125,153.0,155.640625,164.0,6216.0,1727788192000,32.39525050803421,,164.0,2,,,484.30999755859375,1179.3070068359375,1902.012939453125,52.0,95.0,2031.0,207.0,0.0,2024-10-01 13:49:53,False,,treadmill_running
17167441549,2024-09-30 07:08:54,treadmill_running,3.0000074564728405,41.158365885416664,41.158365885416664,160.0,154.671875,163.0,6332.0,1727701734000,32.124473328628206,,163.0,2,,,525.4299926757812,1197.197998046875,1926.248046875,86.0,151.0,1903.0,329.0,0.0,2024-09-30 13:50:03,False,,treadmill_running
17048815542,2024-09-16 06:33:01,running,3.6675594328459185,64.12501627604166,64.12501627604166,170.0,146.65625,170.0,9578.0,1726489981000,62.75851007459813,,170.0,4,,,730.5189819335938,,,149.0,121.0,1460.0,2057.0,4.0,2024-09-16 13:37:08,False,,running
16946049538,2024-09-03 22:05:36,running,0.06136677279893029,216.82744140625,218.486181640625,96.0,0.015625,100.0,16.0,1725422736000,2915.0554448854737,1480.79052734375,100.0,1,40.48497688025236,-111.99114991351962,13009.646484375,,,11.0,0.0,0.0,0.0,0.0,2024-09-04 07:44:05,False,,running
16843686784,2024-08-23 15:36:59,running,6.0071021204732995,90.2129150390625,90.2129150390625,177.0,150.09375,167.0,13556.0,1724449019000,71.27653912088887,1482.005859375,167.0,7,40.49430132843554,-111.99572986923158,8.130999565124512,,,10.0,298.0,2763.0,2268.0,60.0,2024-08-23 23:07:11,False,,running
16836032413,2024-08-22 17:34:35,running,4.006325598731467,57.45860188802083,57.45860188802083,163.0,154.359375,166.0,8878.0,1724369675000,72.69395405271675,1482.0062255859375,166.0,5,40.49419722519815,-111.99572182260454,7.086999893188477,,,22.0,115.0,1899.0,1397.0,0.0,2024-08-23 00:32:02,False,,running
16817789003,2024-08-20 17:00:29,running,1.3608622714222136,18.908083089192708,21.585817464192708,161.0,148.875,166.0,2928.0,1724194829000,77.79663963662057,1480.8822021484375,166.0,2,40.48866340890527,-111.99166531674564,286.52301025390625,,,146.0,257.0,570.0,162.0,0.0,2024-08-20 23:22:04,False,,running
16783254001,2024-08-16 20:11:54,running,4.004772166889843,52.99016520182292,52.99016520182292,168.0,156.21875,167.0,8266.0,1723860714000,77.80244065041163,1506.800048828125,167.0,5,40.49425891600549,-111.99572718702257,3.23799991607666,,,24.0,198.0,838.0,2109.0,0.0,2024-08-17 03:04:53,False,,running
16774742802,2024-08-15 17:36:36,running,6.005039575617955,96.51836751302083,96.51836751302083,189.0,142.734375,174.0,13878.0,1723764996000,70.16002969967018,1528.3135986328125,174.0,7,40.48984609544277,-111.99882815591991,5.804999828338623,,,17.0,126.0,608.0,4248.0,783.0,2024-08-16 01:13:07,False,,running
16764650651,2024-08-14 14:28:21,running,4.006014912363143,54.939534505208336,54.939534505208336,168.0,155.578125,165.0,8536.0,1723667301000,75.35200261035554,1481.259033203125,165.0,5,40.49428062513471,-111.995738921687,4.848999977111816,,,27.0,186.0,785.0,2277.0,0.0,2024-08-14 21:23:17,False,,running
16757187634,2024-08-13 19:55:15,running,6.004958263169995,80.3192626953125,81.55270182291666,174.0,152.09375,169.0,12314.0,1723600515000,79.28240264904098,1482.7218017578125,169.0,7,40.49442043527961,-111.99572576209903,3.0260000228881836,,,27.0,202.0,1900.0,2569.0,116.0,2024-08-14 03:16:48,False,,running
16746948874,2024-08-12 16:22:12,running,4.3820385632658425,56.58036702473958,56.58036702473958,167.0,152.34375,167.0,8674.0,1723501332000,81.7848973650068,1482.97802734375,167.0,6,40.48645243048668,-111.98799203149974,261.0979919433594,,,276.0,282.0,1361.0,1420.0,0.0,2024-08-12 23:18:46,False,,running
16719783480,2024-08-09 12:49:18,running,6.018572636919483,91.8018310546875,91.8018310546875,166.0,152.75,163.0,14014.0,1723229358000,68.9814246634187,1482.71923828125,163.0,7,40.49423544667661,-111.9956960901618,10.644000053405762,,,62.0,249.0,2922.0,2254.0,0.0,2024-08-09 20:21:06,False,,running
16712173300,2024-08-08 15:05:01,running,4.011532629447475,54.00791829427083,54.00791829427083,194.0,150.03125,170.0,8152.0,1723151101000,79.5780171844559,1481.2965087890625,170.0,5,40.49404668621719,-111.99577764607966,9.763999938964844,,,41.0,266.0,408.0,854.0,1657.0,2024-08-08 21:59:01,False,,running
16702650092,2024-08-07 12:40:18,running,4.007462759384282,53.728617350260414,53.728617350260414,191.0,149.03125,166.0,8090.0,1723056018000,80.08015511994651,1481.296875,166.0,5,40.494361175224185,-111.99570589698851,4.010000228881836,,,54.0,188.0,62.0,288.0,2633.0,2024-08-07 19:34:01,False,,running
16685586140,2024-08-05 17:55:09,running,4.008481592221035,51.89946695963542,51.89946695963542,187.0,153.40625,161.0,7968.0,1722902109000,80.97511540702367,1482.3565673828125,161.0,5,40.49450668506324,-111.99575065635145,4.572999954223633,,,229.0,84.0,233.0,669.0,1882.0,2024-08-06 00:47:02,False,,running
16659239224,2024-08-02 17:04:21,running,4.004473920112438,58.10769856770833,58.10769856770833,188.0,150.515625,160.0,8754.0,1722639861000,73.67639266252834,1483.0445556640625,160.0,5,40.49415766261518,-111.99572785757482,2.4820001125335693,,,23.0,226.0,750.0,1136.0,1333.0,2024-08-03 00:02:27,False,,running
16641878193,2024-07-31 13:26:42,running,4.000009941963787,55.0,25.068349202473957,171.0,152.6875,160.0,3834.0,1722454002000,78.89370147872484,1549.800048828125,160.0,2,40.48124014399946,-111.97647823020816,737.114990234375,,,33.0,212.0,185.0,919.0,153.0,2024-07-31 19:51:46,False,,running
16632651714,2024-07-30 12:35:28,running,4.218996485942996,59.015767415364586,59.43598225911458,199.0,151.734375,230.0,8940.0,1722364528000,75.7539405046547,1482.357177734375,230.0,5,40.4945935215801,-111.99572190642357,218.85899353027344,,,18.0,240.0,523.0,1073.0,1671.0,2024-07-30 19:34:54,False,,running
16624610945,2024-07-29 16:01:04,running,4.000776630967509,56.50115152994792,56.50115152994792,190.0,148.609375,181.0,8402.0,1722290464000,76.38568319260047,1482.1473388671875,181.0,4,40.49377058632672,-111.99712880887091,732.0120239257812,,,44.0,143.0,87.0,840.0,2277.0,2024-07-29 22:57:34,False,,running
16607519397,2024-07-27 13:54:25,running,2.4604931335399916,35.067431640625,35.067431640625,182.0,149.359375,165.0,5238.0,1722110065000,75.50594990859366,1483.0291748046875,165.0,3,40.494253216311336,-111.99571863748133,444.5350036621094,,,30.0,222.0,293.0,962.0,570.0,2024-07-27 20:29:29,False,,running
16448503416,2024-07-16 17:22:19,treadmill_running,0.40000099419637875,5.182416788736979,5.182416788736979,130.0,150.59375,163.0,788.0,1721172139000,32.67645713648565,,163.0,1,,,310.94500732421875,,,62.0,249.0,0.0,0.0,0.0,2024-07-16 23:27:29,False,,treadmill_running
16321994821,2024-07-09 06:59:24,treadmill_running,0.40000099419637875,5.662233479817709,5.662233479817709,152.0,148.71875,163.0,860.0,1720529964000,33.68562459006848,,163.0,1,,,339.7340087890625,,,39.0,93.0,188.0,20.0,0.0,2024-07-09 13:05:03,False,,treadmill_running
16304212354,2024-07-08 06:58:06,treadmill_running,0.45000111847092605,5.766816711425781,5.766816711425781,164.0,142.421875,163.0,862.0,1720443486000,35.89461998696603,,163.0,1,,,346.0090026855469,,,93.0,56.0,114.0,84.0,0.0,2024-07-08 13:03:52,False,,treadmill_running
16205443152,2024-07-02 07:28:25,treadmill_running,0.40000099419637875,5.253016662597656,5.253016662597656,152.0,150.046875,161.0,798.0,1719926905000,39.86938651723712,,161.0,1,,,315.1809997558594,,,63.0,97.0,104.0,18.0,0.0,2024-07-02 13:33:40,False,,treadmill_running
16090228203,2024-06-25 07:01:39,treadmill_running,3.000006080229318,36.399068196614586,36.399068196614586,178.0,153.640625,161.0,5618.0,1719320499000,78.20201387646831,,161.0,5,,,29.202999114990234,,,32.0,138.0,251.0,913.0,800.0,2024-06-25 13:38:02,False,,treadmill_running
16072041002,2024-06-24 07:07:34,treadmill_running,0.5000012427454734,6.28316650390625,6.28316650390625,161.0,146.953125,161.0,958.0,1719234454000,76.19694604389208,,161.0,1,,,376.989990234375,,,55.0,110.0,101.0,111.0,0.0,2024-06-24 13:13:50,False,,treadmill_running
16023677129,2024-06-21 07:26:36,treadmill_running,1.3500033554127782,15.19108378092448,15.19108378092448,178.0,155.953125,163.0,2380.0,1718976396000,78.42424177053869,,163.0,2,,,113.01200103759766,,,50.0,53.0,153.0,403.0,237.0,2024-06-21 13:41:47,False,,treadmill_running
15973338188,2024-06-18 07:50:37,treadmill_running,0.39445362543564055,5.338049825032552,5.338049825032552,145.0,144.921875,161.0,804.0,1718718637000,82.05918330752259,,161.0,1,,,320.2829895019531,,,65.0,86.0,159.0,0.0,0.0,2024-06-18 13:55:57,False,,treadmill_running
15907073471,2024-06-14 07:24:19,treadmill_running,0.3658829191406687,5.3704167683919275,5.3704167683919275,143.0,149.546875,161.0,814.0,1718371459000,73.3169869322916,,161.0,1,,,322.2250061035156,,,73.0,92.0,150.0,0.0,0.0,2024-06-14 13:29:41,False,,treadmill_running
15873753335,2024-06-12 07:18:03,treadmill_running,0.38059080119800665,5.1504669189453125,5.1504669189453125,131.0,146.65625,161.0,776.0,1718198283000,81.08843433077483,,161.0,1,,,309.02801513671875,,,52.0,233.0,0.0,0.0,0.0,2024-06-12 13:23:12,False,,treadmill_running
15856431547,2024-06-11 07:33:51,treadmill_running,0.38096982946522334,5.127516682942709,5.127516682942709,166.0,149.296875,165.0,796.0,1718112831000,80.0904234412762,,165.0,1,,,307.6510009765625,,,18.0,26.0,68.0,195.0,0.0,2024-06-11 13:38:58,False,,treadmill_running
15855817810,2024-06-11 06:52:00,treadmill_running,0.39315493972878635,5.140516662597657,5.140516662597657,144.0,149.671875,167.0,782.0,1718110320000,82.23649120126402,,167.0,1,,,308.4309997558594,,,51.0,87.0,161.0,0.0,0.0,2024-06-11 12:57:08,False,,treadmill_running
15838588767,2024-06-10 05:52:48,running,2.004803156641465,27.95926717122396,27.95926717122396,176.0,154.1875,167.0,4304.0,1718020368000,74.8344796066356,1481.596923828125,167.0,3,40.48147181980312,-111.97672801092267,2.388000011444092,,,47.0,502.0,541.0,535.0,25.0,2024-06-10 12:20:45,False,,running
15737702364,2024-06-04 07:15:21,treadmill_running,0.38287122852234845,5.565216573079427,5.565216573079427,153.0,145.265625,161.0,822.0,1717506921000,76.21765994705787,,161.0,1,,,333.9129943847656,,,71.0,151.0,109.0,3.0,0.0,2024-06-04 13:20:54,False,,treadmill_running
15720492423,2024-06-03 07:15:29,treadmill_running,0.3653361080983703,5.020799763997396,5.020799763997396,139.0,150.765625,167.0,754.0,1717420529000,77.67212192489342,,167.0,1,,,301.24798583984375,,,82.0,152.0,47.0,0.0,0.0,2024-06-03 13:20:30,False,,treadmill_running
15694347633,2024-06-01 13:34:36,running,4.539599938872457,62.376932779947914,63.239034016927086,189.0,152.984375,165.0,9542.0,1717270476000,76.4169884940353,1481.408447265625,165.0,7,40.486899856477976,-111.98877599090338,2.0969998836517334,,,36.0,151.0,481.0,137.0,2936.0,2024-06-01 20:37:50,False,,running
